state,year,Age,PregnancyRate,AbortionRate,BirthRate,AbortionRatio,Pregnancies,Abortions,Births,Miscarriages,Population
NY,2010,<15,8.1,5.7,1.5,3727.2,980,690,185,110,121293
NY,2010,15-17,36.3,20.7,11.3,1836.3,13970,7970,4338,1660,385313
NY,2010,18-19,100.8,49.3,38.8,1272.2,28040,13720,10788,3530,278265
NY,2010,20-24,150.9,62.4,68.6,909.5,105730,43700,48047,13980,700585
NY,2010,25-29,163.6,48.4,92,526.5,114850,33990,64552,16310,701916
NY,2010,30-34,161.7,33.8,103.7,326.3,105420,22070,67621,15730,652103
NY,2010,35-39,93.4,19.7,59.8,329.9,59460,12550,38049,8860,636433
NY,2010,40>,26.7,7.3,15.6,464.9,18470,5020,10795,2660,690682
NY,2011,<15,6.8,4.5,1.5,2978.1,810,540,180,90,119226
NY,2011,15-17,32.7,18.7,10.1,1844.3,12340,7050,3823,1470,377551
NY,2011,18-19,94,46,36.2,1272.7,25730,12590,9895,3240,273591
NY,2011,20-24,144.8,60.6,65.1,931.1,102670,42980,46161,13530,708851
NY,2011,25-29,160.6,47,90.8,517.5,114400,33460,64659,16280,712304
NY,2011,30-34,159.7,33.4,102.5,325.9,106190,22200,68134,15850,665025
NY,2011,35-39,95.2,20.2,60.8,332,59030,12520,37713,8790,619918
NY,2011,40>,26.7,7.2,15.7,459.1,18320,4930,10747,2640,686340
NY,2012,<15,6.2,4,1.5,2598.6,730,470,179,80,117656
NY,2012,15-17,28.9,15.9,9.5,1665.2,10640,5850,3511,1290,368698
NY,2012,18-19,84.3,40.1,33.5,1194.8,22830,10850,9081,2900,270906
NY,2012,20-24,138.4,55.8,64.1,870.5,98220,39630,45525,13070,709717
NY,2012,25-29,154.5,44.1,88.4,498.9,111320,31760,63656,15910,720401
NY,2012,30-34,158.6,31.6,103.1,306.9,107030,21360,69613,16060,675015
NY,2012,35-39,96.1,19.4,62.2,312.1,59200,11970,38360,8870,616278
NY,2012,40>,27.3,7,16.3,431.5,18410,4740,10991,2670,675191
NY,2013,<15,4.9,3.3,1.1,3076.1,570,380,125,60,116170
NY,2013,15-17,24.1,12.9,8.3,1564,8700,4660,2980,1060,360623
NY,2013,18-19,74.8,34.7,30.5,1135.2,19950,9250,8148,2550,266754
NY,2013,20-24,130.7,51.8,61.5,841.7,92550,36640,43532,12370,708072
NY,2013,25-29,148.6,41.3,85.9,481.1,108190,30100,62563,15520,728188
NY,2013,30-34,154.9,29.6,102,290.4,106100,20280,69828,15990,684782
NY,2013,35-39,95.6,18.1,63.1,286.9,59070,11180,38972,8910,617674
NY,2013,40>,27.2,6.8,16.4,412.4,17910,4470,10832,2610,659521
NY,2014,<15,4.3,3,0.9,3448.1,510,350,102,60,117415
NY,2014,15-17,21.6,11.8,7.2,1625.2,7680,4180,2570,930,354729
NY,2014,18-19,69.9,32.6,28.4,1146.8,18180,8470,7384,2320,260012
NY,2014,20-24,127.4,50.9,59.5,854.4,89770,35840,41949,11970,704553
NY,2014,25-29,151.1,42.7,86.7,492.3,111120,31410,63809,15900,735651
NY,2014,30-34,158.8,30.3,104.5,290,109380,20880,72007,16490,688739
NY,2014,35-39,98.7,19.2,64.7,296.3,61510,11950,40311,9260,623045
NY,2014,40>,27.7,7,16.6,423.3,17720,4500,10641,2580,640912
NY,2015,<15,3.8,2.6,0.8,3125.8,440,290,94,50,115004
NY,2015,15-17,19.6,10.4,6.9,1511.4,6930,3660,2420,850,352647
NY,2015,18-19,64.3,30.3,25.8,1174.8,16300,7680,6541,2080,253541
NY,2015,20-24,123.2,48.5,58.2,833.7,85080,33500,40187,11390,690526
NY,2015,25-29,147.8,41.6,85,489.8,109790,30920,63140,15720,742822
NY,2015,30-34,158.8,30.3,104.6,289.2,109500,20860,72125,16510,689466
NY,2015,35-39,100.3,18.9,66.2,286,63180,11930,41712,9540,629859
NY,2015,40>,29.3,7.2,17.8,406.4,18210,4490,11055,2660,620659
NY,2016,<15,3.5,2.3,0.8,3063,390,260,86,40,112190
NY,2016,15-17,17.6,9.6,5.8,1641.7,6140,3350,2042,740,349444
NY,2016,18-19,59.4,27.9,23.9,1166.5,14800,6950,5961,1890,249348
NY,2016,20-24,116.5,45.1,55.8,808.4,78700,30450,37668,10580,675326
NY,2016,25-29,145.5,40.9,83.8,488.7,108660,30560,62540,15560,746684
NY,2016,30-34,157.8,29.5,104.5,282,109190,20390,72304,16500,692110
NY,2016,35-39,101.3,18.8,67.1,280.6,64300,11960,42620,9720,634761
NY,2016,40>,30.2,7.4,18.4,399.9,18140,4420,11062,2650,600390
NY,2017,<15,2.9,2,0.6,3294.6,330,220,68,40,111788
NY,2017,15-17,16.3,9.1,5.2,1740.7,5610,3130,1800,670,344341
NY,2017,18-19,56.4,26.1,23.1,1131.1,13880,6420,5680,1780,246077
NY,2017,20-24,112.2,43.2,53.8,803.2,74220,28610,35621,9990,661674
NY,2017,25-29,140.5,39.5,80.9,488.4,104670,29430,60250,14990,744750
NY,2017,30-34,154.7,28.2,103.1,273.2,107170,19510,71422,16240,692886
NY,2017,35-39,101.6,18.1,68,266,64840,11560,43444,9840,638450
NY,2017,40>,31,7,19.3,364.3,18330,4170,11452,2710,591913
NC,1988,<15,23.4,11.8,8.7,1365.6,980,490,362,120,41847
NC,1988,15-17,85.3,33.8,40.1,843.7,12090,4790,5682,1620,141748
NC,1988,18-19,167.4,56.4,87.8,641.8,18270,6150,9585,2530,109126
NC,1988,20-24,188,47.6,113,420.7,50560,12790,30405,7360,268960
NC,1988,25-29,145.1,25.3,97.8,258.4,42970,7480,28951,6540,296139
NC,1988,30-34,89.6,14.7,61.1,240.9,24710,4060,16870,3780,275906
NC,1988,35-39,31.7,7.3,19.7,372.2,8140,1880,5056,1200,256886
NC,1988,40>,5.8,2,3,689.4,1310,460,668,180,225007
NC,1992,<15,19.2,8.2,8.4,977.3,840,360,371,110,44043
NC,1992,15-17,78.5,23.6,43.8,538.8,10300,3100,5746,1460,131223
NC,1992,18-19,177.4,47.6,104.2,456.7,16870,4520,9907,2430,95066
NC,1992,20-24,183.7,44.5,112.3,396.6,51510,12490,31482,7550,280408
NC,1992,25-29,151,24.7,103.2,239.3,42340,6920,28938,6480,280389
NC,1992,30-34,94.9,13.5,66.7,203,28160,4020,19787,4360,296781
NC,1992,35-39,36.3,7.2,23.7,303.8,10400,2060,6777,1560,286503
NC,1992,40>,6.7,2,3.7,552.8,1730,530,959,240,260054
NC,1996,<15,15.7,5.5,8,688.3,760,270,389,100,48528
NC,1996,15-17,67.4,16.3,41.3,395.1,9660,2340,5911,1420,143290
NC,1996,18-19,152,37.9,91.9,412.6,15520,3870,9385,2260,102095
NC,1996,20-24,177.5,41.6,109.8,378.9,45940,10770,28411,6760,258784
NC,1996,25-29,138.9,23.5,94.2,249.6,42210,7140,28622,6440,303923
NC,1996,30-34,100.3,12.7,72,176.7,30390,3850,21791,4740,302812
NC,1996,35-39,39.9,6.8,27,253.1,12670,2170,8567,1930,317376
NC,1996,40>,8.2,2.3,4.7,476.1,2400,660,1394,350,293790
NC,2000,<15,13.1,4.8,6.5,742.2,680,250,337,90,52059
NC,2000,15-17,54.4,12.8,33.6,380.6,8230,1940,5087,1210,151387
NC,2000,18-19,149.8,35,92.7,377.8,16580,3880,10266,2440,110746
NC,2000,20-24,190.8,42.8,119.8,357.7,52680,11830,33060,7790,276065
NC,2000,25-29,165.5,27.5,112.7,244.2,48430,8050,32978,7400,292656
NC,2000,30-34,117.7,15,84.3,178.3,35660,4560,25543,5560,302961
NC,2000,35-39,48.3,7.3,33.6,216.5,15870,2390,11034,2450,328450
NC,2000,40>,10,2.3,6.2,365.4,3210,730,2006,470,322192
NC,2005,<15,9.1,3.7,4.2,878.5,550,220,255,70,60484
NC,2005,15-17,40.4,8.8,25.6,342.2,7130,1550,4524,1060,176690
NC,2005,18-19,122,25.4,78.5,323.3,14640,3040,9409,2190,119936
NC,2005,20-24,171.9,34.3,111.8,307.1,50280,10040,32694,7540,292509
NC,2005,25-29,166,25.1,115.4,217.2,47960,7240,33329,7390,288860
NC,2005,30-34,123,14.4,89.3,161.4,38060,4460,27628,5970,309482
NC,2005,35-39,56,7.5,39.8,187.4,17860,2380,12699,2780,318943
NC,2005,40>,11.5,2.3,7.5,310.8,3940,800,2558,590,342062
NC,2006,<15,8,2.6,4.2,621.7,480,160,256,70,60254
NC,2006,15-17,39.9,8.7,25.3,344.8,7290,1590,4616,1080,182696
NC,2006,18-19,126,25,82.1,305.1,15490,3080,10085,2320,122877
NC,2006,20-24,176,34.4,115.1,298.7,52550,10270,34380,7900,298583
NC,2006,25-29,167.2,24.6,116.8,210.6,49750,7320,34751,7680,297511
NC,2006,30-34,124.7,14.2,90.9,156.1,38000,4320,27702,5970,304696
NC,2006,35-39,57,7.4,40.7,182.2,18780,2440,13413,2930,329689
NC,2006,40>,11.9,2.3,7.8,298.6,4060,790,2656,610,340828
NC,2007,<15,7.7,2.8,3.9,723,470,170,237,60,61256
NC,2007,15-17,39.8,8.3,25.6,323.6,7440,1550,4780,1110,187069
NC,2007,18-19,125.5,25.9,80.8,320.3,15990,3300,10299,2390,127401
NC,2007,20-24,174.4,33.6,114.5,293.5,53170,10250,34913,8010,304871
NC,2007,25-29,166.7,23.5,117.3,200.7,50980,7200,35880,7900,305879
NC,2007,30-34,126.9,14.3,92.6,154,38640,4340,28216,6080,304586
NC,2007,35-39,58,7.6,41.3,184.4,19640,2580,14003,3060,338722
NC,2007,40>,12.2,2.4,7.9,305.9,4160,830,2709,620,341490
NC,2008,<15,7.4,2.5,3.9,640.5,450,150,234,60,60459
NC,2008,15-17,39,7.8,25.3,310.5,7290,1470,4732,1090,187224
NC,2008,18-19,119.5,23.3,78.2,298.1,15900,3100,10404,2390,133076
NC,2008,20-24,167.7,31.6,110.8,285.3,52230,9840,34500,7880,311379
NC,2008,25-29,162.9,22.6,115,196.8,50810,7060,35871,7880,311888
NC,2008,30-34,125.8,13.5,92.4,146.6,38820,4180,28521,6120,308678
NC,2008,35-39,56.2,7.4,40,185.6,19220,2540,13686,2990,341902
NC,2008,40>,12.4,1.9,8.5,228.4,4200,660,2891,640,339499
NC,2009,<15,6.4,2.5,3,829.8,390,150,184,50,60869
NC,2009,15-17,35.4,7.6,22.5,338.3,6590,1420,4193,980,186453
NC,2009,18-19,111.6,22.2,72.6,306.3,15220,3030,9900,2280,136382
NC,2009,20-24,160.7,30.2,106.2,284.6,51290,9650,33898,7740,319143
NC,2009,25-29,156,21.8,110,198.3,49000,6850,34556,7600,314140
NC,2009,30-34,121.2,13.2,88.8,149,37990,4150,27855,5990,313575
NC,2009,35-39,55,6.9,39.5,175.9,18710,2360,13425,2920,340206
NC,2009,40>,12.5,2.2,8.4,255.8,4200,720,2834,640,337147
NC,2010,<15,5.7,2.3,2.7,838.6,350,140,163,50,60276
NC,2010,15-17,31.6,6.9,20,347.9,5860,1290,3704,870,185626
NC,2010,18-19,97.4,19.3,63.5,304.3,13210,2620,8605,1980,135537
NC,2010,20-24,150.8,28.7,99.3,289,49330,9390,32497,7440,327129
NC,2010,25-29,151.6,21.3,106.8,199.3,47950,6730,33783,7430,316345
NC,2010,30-34,119.4,13.6,87.1,155.7,37690,4280,27488,5930,315687
NC,2010,35-39,55.3,7.2,39.5,183.4,18420,2410,13143,2870,333024
NC,2010,40>,13.1,2.4,8.7,274.6,4460,810,2967,670,339219
NC,2011,<15,5.3,2.2,2.4,934.7,320,140,145,40,60917
NC,2011,15-17,25.8,5.4,16.6,323.4,4750,990,3055,710,184258
NC,2011,18-19,90.1,16.5,59.9,275.8,12050,2210,8015,1820,133703
NC,2011,20-24,140.9,25.5,94.1,270.5,47010,8490,31390,7130,333586
NC,2011,25-29,148.2,19.5,105.6,184.8,47100,6200,33566,7330,317798
NC,2011,30-34,120.1,12.5,88.6,141.4,38370,4000,28305,6060,319537
NC,2011,35-39,55.7,6.9,40.1,171.4,17980,2220,12948,2810,322576
NC,2011,40>,12.9,2.4,8.6,279.3,4470,830,2965,680,346462
NC,2012,<15,4.4,1.7,2.1,803.7,280,110,132,40,62427
NC,2012,15-17,24.2,5.2,15.4,335.4,4440,950,2830,660,183645
NC,2012,18-19,83,16,54.5,292.9,11030,2120,7247,1660,132954
NC,2012,20-24,138.3,26.1,91.3,286,46860,8850,30941,7070,338763
NC,2012,25-29,149,20.4,105.5,193.4,47480,6500,33606,7370,318648
NC,2012,30-34,122.3,13.2,89.7,147.6,39430,4270,28940,6220,322485
NC,2012,35-39,57.5,7.2,41.3,175.2,18330,2310,13158,2860,318601
NC,2012,40>,12.9,2.5,8.5,288.9,4520,860,2977,680,349975
NC,2013,<15,3.8,1.3,2,627.8,240,80,128,30,63599
NC,2013,15-17,20.8,4.7,13.1,358.2,3860,870,2422,570,185290
NC,2013,18-19,77.3,15.7,50,314.4,10200,2070,6598,1530,132000
NC,2013,20-24,134.8,26.3,88.2,298.1,46100,8990,30172,6930,341897
NC,2013,25-29,149.1,21.5,104.6,205.6,48140,6940,33757,7450,322797
NC,2013,30-34,124.1,13.9,90.7,152.8,40360,4510,29501,6350,325265
NC,2013,35-39,59.1,7.8,42.1,185.1,18800,2480,13392,2930,317919
NC,2013,40>,13.2,2.6,8.7,298.6,4630,910,3032,700,350225
NC,2014,<15,3.4,1.3,1.6,802.3,220,90,107,30,65487
NC,2014,15-17,19.1,4,12.2,330.7,3600,760,2302,540,188324
NC,2014,18-19,70.4,14,45.8,306.6,9190,1830,5978,1380,130476
NC,2014,20-24,132.5,25.9,86.7,298.5,45220,8830,29588,6800,341369
NC,2014,25-29,151.1,21.4,106.2,201.9,50000,7100,35160,7740,331005
NC,2014,30-34,127.5,13.7,93.7,146.1,41520,4460,30516,6550,325683
NC,2014,35-39,61.5,7.6,44.2,172.2,19660,2440,14148,3070,319866
NC,2014,40>,13.9,2.6,9.2,286.2,4810,910,3176,730,346285
NC,2015,<15,2.9,1,1.5,679.7,190,70,98,30,65322
NC,2015,15-17,17.1,3.7,10.9,335.3,3300,710,2106,490,193263
NC,2015,18-19,64.9,12.7,42.4,299.8,8470,1660,5535,1270,130554
NC,2015,20-24,127.7,23.6,84.8,277.9,43250,7980,28725,6540,338792
NC,2015,25-29,147.8,20.4,104.5,195.5,50120,6920,35419,7780,339086
NC,2015,30-34,129.3,13,95.8,135.7,42120,4240,31214,6670,325670
NC,2015,35-39,62.5,7.5,45.1,167.2,20220,2440,14608,3170,323595
NC,2015,40>,13.9,2.5,9.3,270.5,4700,850,3138,710,339181
NC,2016,<15,2.5,1,1.1,895.3,160,70,73,20,63767
NC,2016,15-17,15,3,9.7,312.8,2950,600,1909,440,196401
NC,2016,18-19,58.7,10.9,39,279,7960,1470,5281,1200,135549
NC,2016,20-24,119.4,21.5,79.8,269.3,40340,7260,26962,6120,337989
NC,2016,25-29,145,19.3,103.1,187.5,50630,6750,36004,7880,349070
NC,2016,30-34,130.5,12.4,97.4,127.5,42880,4080,31992,6810,328488
NC,2016,35-39,63.5,7.1,46.4,153.1,20930,2340,15292,3290,329399
NC,2016,40>,14.4,2.3,9.9,229.6,4740,750,3266,730,329039
NC,2017,<15,2.4,0.8,1.2,643.2,150,50,79,20,63998
NC,2017,15-17,14.1,3.1,8.9,349.6,2770,610,1749,410,196879
NC,2017,18-19,57.4,11.7,37.1,316.7,7890,1610,5096,1180,137432
NC,2017,20-24,119.7,22.2,79.4,280,40230,7470,26678,6080,336012
NC,2017,25-29,143.2,21,100,210,51150,7510,35744,7900,357301
NC,2017,30-34,129.7,13.8,95.4,144.2,43070,4570,31699,6800,332151
NC,2017,35-39,64.3,7.4,46.8,156.9,21450,2450,15627,3370,333590
NC,2017,40>,15.4,2.4,10.6,228.8,5010,790,3453,770,326372
ND,1988,<15,2.4,NA,NA,NA,10,NA,NA,NA,4491
ND,1988,15-17,28.2,8.3,15.9,523,390,120,221,60,13914
ND,1988,18-19,104.1,33.7,55.8,604.7,1010,330,543,140,9732
ND,1988,20-24,157.5,20.4,112.6,180.7,3880,500,2773,600,24622
ND,1988,25-29,176.2,10.4,137.3,75.5,4870,290,3799,790,27668
ND,1988,30-34,99.2,5.8,77.4,74.8,2700,160,2109,440,27250
ND,1988,35-39,34.6,3.9,25.3,153,810,90,591,130,23341
ND,1988,40>,5.6,1.2,3.6,319.3,100,20,66,20,18142
ND,1992,<15,3.2,NA,NA,NA,10,NA,NA,NA,4598
ND,1992,15-17,29.2,7.1,17.8,400.2,390,100,239,60,13423
ND,1992,18-19,105.5,23.1,66.7,345.6,900,200,572,130,8570
ND,1992,20-24,140.6,18.7,100,187.3,3260,430,2319,510,23194
ND,1992,25-29,165.3,9.4,129.1,72.7,3620,210,2830,590,21917
ND,1992,30-34,104.4,5.8,81.7,70.5,2630,150,2058,430,25176
ND,1992,35-39,35.9,3.2,26.9,119.7,900,80,679,140,25211
ND,1992,40>,7.2,1.2,4.9,240.6,160,30,106,20,21549
ND,1996,<15,2.3,NA,NA,NA,10,NA,NA,NA,5106
ND,1996,15-17,27.5,7.5,16.1,463.8,410,110,242,60,15030
ND,1996,18-19,82.9,15.5,54.9,281.9,830,160,551,130,10040
ND,1996,20-24,133.7,15.4,97.3,158.4,2970,340,2161,470,22214
ND,1996,25-29,157.3,9.4,122.4,76.8,3330,200,2593,540,21178
ND,1996,30-34,111.2,5.5,87.6,62.9,2380,120,1876,390,21420
ND,1996,35-39,41.3,3.4,31.3,109.4,1070,90,810,170,25867
ND,1996,40>,6.5,1.2,4.3,278.6,160,30,108,20,25207
ND,2000,<15,2.1,NA,NA,NA,10,NA,NA,NA,4822
ND,2000,15-17,20.1,4.8,12.4,386.1,300,70,187,40,15127
ND,2000,18-19,71.2,12.2,48.2,252.6,770,130,519,120,10765
ND,2000,20-24,113.7,13,82.9,156.6,2700,310,1970,420,23769
ND,2000,25-29,169.5,10.5,131.6,79.6,3110,190,2413,500,18329
ND,2000,30-34,117.1,6.1,92,66.6,2170,110,1706,350,18546
ND,2000,35-39,41.7,3.9,31.2,124.1,970,90,723,150,23159
ND,2000,40>,8.5,1.1,6.1,182.1,220,30,154,30,25425
ND,2005,<15,NA,NA,NA,NA,NA,NA,NA,NA,4375
ND,2005,15-17,20.5,4.2,13.2,320.4,270,60,176,40,13324
ND,2005,18-19,64.7,11.5,43.4,263.9,720,130,485,110,11176
ND,2005,20-24,108.5,11.2,80.1,140.1,3120,320,2306,490,28785
ND,2005,25-29,207.8,11.3,162.8,69.3,3490,190,2735,570,16797
ND,2005,30-34,124.7,5.3,99,54,2310,100,1835,380,18532
ND,2005,35-39,51.4,3.6,39.6,90.1,940,70,722,150,18236
ND,2005,40>,8,1.2,5.5,219.8,180,30,125,30,22644
ND,2006,<15,2.7,NA,NA,NA,10,NA,NA,NA,4117
ND,2006,15-17,18.1,3,12.3,247.6,240,40,165,40,13436
ND,2006,18-19,63.8,10.6,43.4,244.1,690,110,468,110,10779
ND,2006,20-24,108.1,11.8,79.3,148.6,3160,340,2316,500,29205
ND,2006,25-29,212.3,11.9,166,71.6,3750,210,2931,610,17656
ND,2006,30-34,125.2,5.3,99.5,53.2,2280,100,1809,370,18177
ND,2006,35-39,55,3.9,42.2,92.5,980,70,756,160,17904
ND,2006,40>,10.5,0.9,7.9,118.1,230,20,170,40,21537
ND,2007,<15,3.4,NA,NA,NA,10,NA,NA,NA,3991
ND,2007,15-17,22.5,4.6,14.5,319.7,290,60,189,40,13049
ND,2007,18-19,66.9,9.3,47.2,197.7,720,100,507,110,10749
ND,2007,20-24,114.7,12.4,84.2,147.6,3210,350,2356,510,27974
ND,2007,25-29,199.6,10.4,156.8,66.4,3930,200,3084,640,19671
ND,2007,30-34,128.4,5.8,101.7,56.6,2330,100,1847,380,18156
ND,2007,35-39,51.1,3.6,39.3,91.1,920,60,704,150,17925
ND,2007,40>,9.7,1.2,7,167.7,200,20,145,30,20645
ND,2008,<15,3.1,NA,NA,NA,10,NA,NA,NA,4027
ND,2008,15-17,20.7,3.7,13.8,268.9,260,50,176,40,12740
ND,2008,18-19,68.3,12.5,45.4,274.9,740,130,490,110,10785
ND,2008,20-24,116.7,13.6,84.8,160.7,3230,380,2346,510,27669
ND,2008,25-29,192.3,10.8,150.4,71.5,4040,230,3157,650,20989
ND,2008,30-34,130.5,6.2,103.1,60.4,2360,110,1867,380,18117
ND,2008,35-39,54.3,4.2,41.5,100.1,970,70,742,160,17889
ND,2008,40>,11.3,1.6,8,202,220,30,155,30,19447
ND,2009,<15,NA,NA,NA,NA,NA,NA,NA,NA,3920
ND,2009,15-17,20.6,4.6,12.9,355.4,260,60,161,40,12437
ND,2009,18-19,67.3,10,46.9,212.5,720,110,502,110,10696
ND,2009,20-24,113.2,13.3,82.1,162.2,3110,370,2254,490,27444
ND,2009,25-29,182.5,11.6,141.4,82.2,4050,260,3142,650,22221
ND,2009,30-34,133,6.2,105.1,59.4,2520,120,1990,410,18940
ND,2009,35-39,57.4,3.7,44.5,82.6,1030,70,796,170,17895
ND,2009,40>,11.1,1.1,8.2,129.7,210,20,155,30,18796
ND,2010,<15,2.8,NA,NA,NA,10,NA,NA,NA,3933
ND,2010,15-17,20.4,3.9,13.4,294.7,250,50,165,40,12321
ND,2010,18-19,66.9,9.6,47,204.6,700,100,494,110,10518
ND,2010,20-24,108.7,13.5,78.2,172.1,2990,370,2155,470,27547
ND,2010,25-29,181.3,10.5,141.5,74.2,4230,240,3298,680,23313
ND,2010,30-34,137.4,6.4,108.6,58.8,2680,120,2119,440,19511
ND,2010,35-39,52.6,3.4,40.7,82.7,940,60,726,150,17829
ND,2010,40>,10.8,1.6,7.5,206.3,200,30,140,30,18546
ND,2011,<15,3.8,NA,3,NA,20,NA,12,NA,3982
ND,2011,15-17,15.6,2.6,10.7,240.7,190,30,131,30,12274
ND,2011,18-19,69.1,9.3,49.1,189.1,730,100,516,110,10514
ND,2011,20-24,110.4,12.5,80.5,155.8,3140,360,2289,490,28424
ND,2011,25-29,181.1,10,141.7,70.6,4290,240,3361,700,23717
ND,2011,30-34,137.3,5.8,109.2,52.8,2830,120,2248,460,20592
ND,2011,35-39,58.4,3.7,45.2,81.7,1030,70,799,170,17659
ND,2011,40>,12.7,1.5,9.2,166.8,240,30,171,40,18579
ND,2012,<15,2.6,NA,NA,NA,10,NA,NA,NA,4085
ND,2012,15-17,17.7,2.9,12.1,240.2,220,40,149,30,12324
ND,2012,18-19,61.5,8.3,43.7,189.5,640,90,454,100,10391
ND,2012,20-24,112.2,12,82.6,144.9,3330,360,2451,530,29687
ND,2012,25-29,185.6,9.6,145.9,65.6,4490,230,3528,730,24179
ND,2012,30-34,147.6,5.4,118.1,45.3,3230,120,2583,530,21871
ND,2012,35-39,57.3,3.3,44.8,73.6,1040,60,814,170,18185
ND,2012,40>,9.4,1.4,6.6,214.4,180,30,122,30,18615
ND,2013,<15,3.1,NA,NA,NA,10,NA,NA,NA,4028
ND,2013,15-17,14.6,2.4,9.9,244,180,30,125,30,12612
ND,2013,18-19,57.7,6.8,41.9,161.9,600,70,438,90,10462
ND,2013,20-24,106.8,10.4,79.4,131.4,3330,330,2477,530,31177
ND,2013,25-29,192,9.3,151.5,61.3,4760,230,3757,770,24803
ND,2013,30-34,146.7,6.2,116.6,53.4,3430,150,2729,560,23411
ND,2013,35-39,61.2,3.8,47.5,80.8,1170,70,906,190,19065
ND,2013,40>,11.5,1.1,8.5,133.4,220,20,160,30,18756
ND,2014,<15,NA,NA,NA,NA,NA,NA,NA,NA,4124
ND,2014,15-17,12.9,2.1,8.8,238.8,160,30,111,20,12624
ND,2014,18-19,59.7,7.3,43.1,168.5,630,80,453,100,10504
ND,2014,20-24,110.9,11.3,82.1,137.6,3530,360,2610,560,31803
ND,2014,25-29,196.9,10.8,154.1,70.2,5040,280,3947,820,25608
ND,2014,30-34,158.7,6.3,126.5,49.5,3830,150,3050,630,24104
ND,2014,35-39,66.1,4.5,50.9,89.3,1320,90,1017,210,19985
ND,2014,40>,12.5,1.7,8.8,194.8,230,30,165,40,18701
ND,2015,<15,NA,NA,NA,NA,NA,NA,NA,NA,4154
ND,2015,15-17,14,1.7,10.1,172.5,180,20,128,30,12724
ND,2015,18-19,53.1,6.6,38.2,172.4,550,70,399,90,10451
ND,2015,20-24,105.8,10.4,78.6,132.9,3400,340,2523,540,32106
ND,2015,25-29,189.3,9.2,149.4,61.4,5090,250,4013,830,26863
ND,2015,30-34,153.6,7.2,121.4,59.3,3820,180,3023,620,24907
ND,2015,35-39,65.5,4.9,50.1,97.8,1370,100,1050,220,20974
ND,2015,40>,13.1,1.6,9.4,172.7,250,30,177,40,18819
ND,2016,<15,NA,NA,NA,NA,NA,NA,NA,NA,4253
ND,2016,15-17,12.8,2.3,8.6,269.5,160,30,108,20,12623
ND,2016,18-19,49.2,6.1,35.4,172.8,500,60,361,80,10201
ND,2016,20-24,100.1,9.6,74.6,128.2,3110,300,2322,490,31106
ND,2016,25-29,190.6,10,149.6,67.1,5180,270,4063,840,27151
ND,2016,30-34,159.8,7.4,126.4,58.4,4000,180,3163,650,25019
ND,2016,35-39,66.8,4.3,51.7,82.6,1450,90,1127,230,21787
ND,2016,40>,16.5,1.1,12.7,88.1,310,20,236,50,18527
ND,2017,<15,NA,NA,NA,NA,NA,NA,NA,NA,4326
ND,2017,15-17,NA,NA,6.1,NA,NA,NA,78,NA,12683
ND,2017,18-19,NA,NA,29.2,NA,NA,NA,290,NA,9946
ND,2017,20-24,94,10.5,68.7,152.9,2860,320,2088,450,30389
ND,2017,25-29,175.8,9.1,138.2,65.6,4840,250,3801,790,27512
ND,2017,30-34,159.5,7.4,126.2,58.5,3930,180,3110,640,24651
ND,2017,35-39,66.1,4.3,51.2,83.7,1500,100,1158,240,22621
ND,2017,40>,15.1,1.4,11.2,128.4,280,30,210,40,18687
OH,1988,<15,11.2,4,5.7,713.7,800,290,405,110,71500
OH,1988,15-17,58.6,19.1,31.3,611.9,14020,4580,7486,1960,239217
OH,1988,18-19,146.7,45.7,80.3,569.6,25290,7890,13847,3560,172440
OH,1988,20-24,174.6,41.6,107.3,388,73350,17500,45090,10770,420205
OH,1988,25-29,158.4,22.9,111,206.2,73100,10570,51235,11300,461460
OH,1988,30-34,96.5,13.1,68.4,191.3,45120,6120,31992,7010,467718
OH,1988,35-39,34.1,7,22,320.8,14300,2950,9209,2140,419267
OH,1988,40>,7,2.5,3.5,702.4,2500,890,1265,340,357616
OH,1992,<15,11.5,3.7,6.2,600.2,860,280,460,120,74302
OH,1992,15-17,55.1,12.1,34.8,347,12130,2660,7666,1800,220143
OH,1992,18-19,148.4,34.9,91.7,380.5,22450,5280,13873,3300,151326
OH,1992,20-24,178.3,42.8,109.3,391.9,72580,17440,44500,10640,407077
OH,1992,25-29,164.4,24,115,208.8,68200,9960,47700,10540,414909
OH,1992,30-34,101.7,12.9,72.9,176.3,47690,6030,34215,7450,469190
OH,1992,35-39,40.1,7.5,26.5,283.6,18360,3440,12146,2770,458135
OH,1992,40>,7.8,2.6,4.1,652.1,3230,1100,1687,450,416104
OH,1996,<15,8.8,2.8,4.7,600.9,710,230,379,100,80447
OH,1996,15-17,48.2,11.5,29.6,390.4,11520,2760,7071,1690,239141
OH,1996,18-19,131.2,29.1,82.6,352.7,20290,4510,12780,3010,154643
OH,1996,20-24,166.6,37.8,104.2,362.6,61260,13890,38311,9050,367606
OH,1996,25-29,158.4,25.1,109,229.9,62850,9940,43255,9650,396676
OH,1996,30-34,107.7,12.4,78.4,158.2,46420,5350,33786,7290,430871
OH,1996,35-39,42.6,7.3,28.8,253.7,20280,3480,13714,3090,476689
OH,1996,40>,9.3,2.6,5.4,484.8,4150,1160,2396,600,447425
OH,2000,<15,8.9,3.9,3.8,1022,710,310,307,90,80007
